fft_mode,lattice_size,beta,interaction,seed,re,im,abs,var_re,var_abs,samples,source
real,10,10.0,0.0,10300,0.9999999999999999,0.0,0.9999999999999999,1.1113082866238126e-16,1.1113082866238126e-16,1024,experiments/slurm_runs/1079772/sign_vs_U_checkerboard_high/real/L10_beta10/U0/average_sign_vs_U.json
complex,10,10.0,1.0,9301,2.88151977310644e-05,0.00043259814736575265,0.01751206992674667,0.00020988683021494684,9.47891331585216e-05,1024,experiments/slurm_runs/1079737/sign_vs_U_checkerboard_high/complex/L10_beta10/U1/average_sign_vs_U.json
real,10,10.0,1.0,10301,-0.0008967238908275164,-5.676201856814304e-16,0.022538828826021914,0.0008954716423269042,0.00038778115972765533,1024,experiments/slurm_runs/1079773/sign_vs_U_checkerboard_high/real/L10_beta10/U1/average_sign_vs_U.json
complex,10,10.0,2.0,9302,-0.0007385094785242419,0.0004169238793610587,0.01625140596515472,0.00017265633261458492,8.080114090466408e-05,1024,experiments/slurm_runs/1079738/sign_vs_U_checkerboard_high/complex/L10_beta10/U2/average_sign_vs_U.json
real,10,10.0,2.0,10302,0.0007540854000498484,-1.0877480045771148e-14,0.01793301735418744,0.0005173350859030537,0.0001959968123602776,1024,experiments/slurm_runs/1079774/sign_vs_U_checkerboard_high/real/L10_beta10/U2/average_sign_vs_U.json
complex,10,10.0,5.0,9303,-1.5731560729645915e-05,-0.0003303101962304117,0.015703020022155643,0.00015684313230224573,6.237708979423044e-05,1024,experiments/slurm_runs/1079739/sign_vs_U_checkerboard_high/complex/L10_beta10/U5/average_sign_vs_U.json
real,10,10.0,5.0,10303,-0.00042402090603190477,3.221296957622609e-14,0.014992619796859426,0.00034580041853245745,0.00012098201466550206,1024,experiments/slurm_runs/1079775/sign_vs_U_checkerboard_high/real/L10_beta10/U5/average_sign_vs_U.json
complex,10,10.0,10.0,9304,-0.0012613631903203467,0.0001572900168354005,0.014734624934826909,0.00014034516792897923,6.086724589937075e-05,1024,experiments/slurm_runs/1079740/sign_vs_U_checkerboard_high/complex/L10_beta10/U10/average_sign_vs_U.json
real,10,10.0,10.0,10304,-0.0004668611353439676,5.293869585436897e-14,0.013966401576520444,0.00029425063435639177,9.92177588870031e-05,1024,experiments/slurm_runs/1079776/sign_vs_U_checkerboard_high/real/L10_beta10/U10/average_sign_vs_U.json
complex,10,10.0,15.0,9305,-0.0002501479885294552,-0.00014453194751713232,0.014856059432953216,0.00014106632266103563,5.717565570018989e-05,1024,experiments/slurm_runs/1079741/sign_vs_U_checkerboard_high/complex/L10_beta10/U15/average_sign_vs_U.json
real,10,10.0,15.0,10305,0.0001231656592721832,-1.812983064905832e-15,0.014239021217597235,0.00031489579002737705,0.00011196305807577033,1024,experiments/slurm_runs/1079777/sign_vs_U_checkerboard_high/real/L10_beta10/U15/average_sign_vs_U.json
complex,10,10.0,20.0,9306,-0.00037678044692823423,-4.752318150663832e-05,0.01464934769233562,0.00014670321398854694,6.313611940488144e-05,1024,experiments/slurm_runs/1079742/sign_vs_U_checkerboard_high/complex/L10_beta10/U20/average_sign_vs_U.json
real,10,10.0,20.0,10306,0.00047221616400797617,3.703980214471043e-14,0.014335898554336986,0.0003228894620961035,0.00011739378346775216,1024,experiments/slurm_runs/1079778/sign_vs_U_checkerboard_high/real/L10_beta10/U20/average_sign_vs_U.json
complex,10,10.0,25.0,9307,0.00034835619585567296,-4.2550593675871265e-05,0.014524446911503362,0.00013433069883045558,6.043011392455152e-05,1024,experiments/slurm_runs/1079743/sign_vs_U_checkerboard_high/complex/L10_beta10/U25/average_sign_vs_U.json
real,10,10.0,25.0,10307,-0.00040503489531405827,-4.694609165925725e-14,0.014557888833499502,0.00032990712863101616,0.00011793204769393113,1024,experiments/slurm_runs/1079779/sign_vs_U_checkerboard_high/real/L10_beta10/U25/average_sign_vs_U.json
complex,10,10.0,30.0,9308,0.0005941981237927782,-0.0003668617000241673,0.014612248824417588,0.00013429332778074692,5.526146361743718e-05,1024,experiments/slurm_runs/1079744/sign_vs_U_checkerboard_high/complex/L10_beta10/U30/average_sign_vs_U.json
real,10,10.0,30.0,10308,0.00034320865528414797,-4.232294791515714e-15,0.013819381698654041,0.00030003278822080047,0.00010898870337966549,1024,experiments/slurm_runs/1079708/sign_vs_U_checkerboard_high/real/L10_beta10/U30/average_sign_vs_U.json
